category,driver,group,stability,sign_consistency,elasticity_uc,impact_pct,log_sd,resid_sd,sign_ok,keep,reason,cv_delta
Beverages,avg_price,Commercial,0.9933333333333333,1.0,-1.860143786332038,12.415396514121166,0.06674428399216771,0.020757976025625777,True,True,kept,0.00034775965251176034
Beverages,distribution_acv,Commercial,0.315,1.0,0.7353530740170081,5.418419554365538,0.0736845978594524,0.018876104977164857,True,False,unstable,-9.097701860186864e-05
Beverages,promo_depth,Commercial,1.0,1.0,0.5489666108948695,5.785178702284532,0.10538307043581616,0.08307664986983185,True,True,kept,0.0011931111500073774
Beverages,promo_share,Commercial,0.9783333333333334,1.0,0.3333381050269169,5.157144510080675,0.15471212058592096,0.11166558120388645,True,True,kept,0.002263775064117269
Beverages,media_spend,Commercial,0.5266666666666666,0.9936708860759493,0.07392493632165979,5.170659418971692,0.6994472604579983,0.1599120158146918,True,False,unstable,0.00012395900455383722
Beverages,cpi_food,Macro,0.17833333333333334,1.0,-1.9227390879677784,14.723127915885701,0.0765737171934606,0.020697973832358524,True,False,unstable,0.0007518884388628727
Beverages,consumer_confidence,Macro,0.955,1.0,0.524870453925011,5.904465973258817,0.11249377687589168,0.08695976038893652,True,True,kept,0.00021161889453735934
Beverages,unemployment_rate,Macro,0.17166666666666666,1.0,-0.22713480394466062,3.0131334133997774,0.1326583756020896,0.10030756932213121,True,False,unstable,0.00019864641285287626
Beverages,avg_temp_c,Macro,1.0,1.0,0.43294102468548107,35.5151980010186,0.8203241544692917,0.14053439985106467,True,True,kept,0.02102196034184559
Beverages,promo_echo,Decoy,0.21166666666666667,1.0,0.0444848369250034,1.1511992889728042,0.25878464855645106,0.21673021597243267,True,False,unstable,-6.956969900507714e-05
Beverages,search_index,Decoy,0.205,1.0,-0.08474417309987503,0.81730602716979,0.09644392024529592,0.03889791721847384,True,False,failed global gate,2.2930296108758172e-05
Beverages,competitor_promo,Decoy,0.2633333333333333,1.0,0.04039718059101187,0.7314635442407516,0.1810679689868005,0.14921319325232546,True,False,failed global gate,-0.0003846989737008649
Beverages,fx_index,Decoy,0.20166666666666666,1.0,1.4086001194664433,3.344400978903148,0.023742728207136295,0.010827625800475273,True,False,failed global gate,-0.00030348861920228903
Snacks,avg_price,Commercial,0.9933333333333333,1.0,-2.70628293870797,18.01387941465565,0.06656317843564359,0.018654790933425015,True,True,kept,0.0003551633674788758
Snacks,distribution_acv,Commercial,0.8366666666666667,1.0,1.367501664511482,13.526842613014958,0.09891646177883963,0.023005621567969346,True,True,kept,0.00017652042624155106
Snacks,promo_depth,Commercial,1.0,1.0,0.5805873975960713,6.271029228992625,0.10801180416519361,0.08030907114570461,True,True,kept,0.005698291096971432
Snacks,promo_share,Commercial,0.9966666666666667,1.0,0.30935510722800813,4.896141444010172,0.15826929407703308,0.1288644638413478,True,True,kept,0.0005535404761776554
Snacks,media_spend,Commercial,0.6733333333333333,1.0,0.1002536978278138,6.056963501454378,0.6041636002152501,0.29605655051808577,True,True,kept,0.004026145743935403
Snacks,cpi_food,Macro,0.03166666666666667,1.0,-0.5553929861607151,4.252850545350217,0.0765737171934606,0.020697973832358524,True,False,unstable,0.0001781156344992556
Snacks,consumer_confidence,Macro,0.9766666666666667,1.0,0.4183668878053461,4.706367132903581,0.11249377687589168,0.08695976038893652,True,True,kept,0.0019332182258272098
Snacks,unemployment_rate,Macro,0.105,0.9523809523809523,-0.1759291439850549,2.3338474462123515,0.1326583756020896,0.10030756932213121,True,False,unstable,-0.0005411407505548282
Snacks,avg_temp_c,Macro,0.7916666666666666,1.0,0.10133261566543776,8.312559226591194,0.8203241544692917,0.14053439985106467,True,True,kept,0.0009328974165486014
Snacks,promo_echo,Decoy,0.29833333333333334,0.776536312849162,0.0028940769471561155,0.07219074173077547,0.24944306267224234,0.1997946514995021,True,False,unstable,-0.0010882096956097518
Snacks,search_index,Decoy,0.3233333333333333,0.9690721649484536,-0.07252900904780975,0.7314460387351238,0.10084875670271028,0.039012997366986595,True,False,failed global gate,-0.00038698360511937435
Snacks,competitor_promo,Decoy,0.10333333333333333,0.6290322580645161,-0.007122832758255401,0.12415935452723512,0.17431176435152682,0.15718077795723026,True,False,failed global gate,-0.0006069648687129581
Snacks,fx_index,Decoy,0.07666666666666666,0.8695652173913043,0.21734130149671355,0.5160275449621735,0.023742728207136295,0.010827625800475273,True,False,failed global gate,-2.5685458351738626e-05
Dairy,avg_price,Commercial,0.7433333333333333,0.9977578475336323,-0.7393947948115018,4.785722316667252,0.06472485809001811,0.019134190315100254,True,True,kept,-0.00034180065304832436
Dairy,distribution_acv,Commercial,0.5933333333333334,1.0,1.4209397038485825,6.0529945856100875,0.04259853228969316,0.012221981552788625,True,False,unstable,0.0001603055522236387
Dairy,promo_depth,Commercial,0.9916666666666667,1.0,0.4760440693073948,5.636699502241837,0.11840709433567304,0.07893762395998136,True,True,kept,0.0017372843537794514
Dairy,promo_share,Commercial,1.0,1.0,0.3645376630281552,5.565405146292654,0.15267023714536754,0.11219979240584728,True,True,kept,0.0028781361901423245
Dairy,media_spend,Commercial,0.7633333333333333,1.0,0.07975474171300447,4.306246399798703,0.53993609750435,0.32362518248720273,True,True,kept,0.0024398340391441767
Dairy,cpi_food,Macro,0.08333333333333333,0.76,0.5747429362000388,4.401020305552094,0.0765737171934606,0.020697973832358524,False,False,unstable,-0.0009427421641120017
Dairy,consumer_confidence,Macro,0.9283333333333333,1.0,0.38283535371400146,4.306659486090595,0.11249377687589168,0.08695976038893652,True,True,kept,-0.0010847510222048162
Dairy,unemployment_rate,Macro,0.135,0.8765432098765432,-0.11081297625946224,1.470026942621318,0.1326583756020896,0.10030756932213121,True,False,unstable,0.0005461273522211528
Dairy,avg_temp_c,Macro,0.9133333333333333,1.0,0.13088406766126748,10.736736213773082,0.8203241544692917,0.14053439985106467,True,True,kept,0.001394647429108907
Dairy,promo_echo,Decoy,0.4633333333333333,0.9280575539568345,0.018823236286623447,0.5356072496595644,0.28454578240628503,0.24656832565638906,True,False,unstable,-0.0002867732417012811
Dairy,search_index,Decoy,0.20333333333333334,0.7950819672131147,-0.06891898413393487,0.7451441683479288,0.10811885545205373,0.04224467950890698,True,False,failed global gate,-0.00023335227006700786
Dairy,competitor_promo,Decoy,0.47333333333333333,0.9929577464788732,-0.0370240521660425,0.5238706123751028,0.14149467217302145,0.12533315336732725,True,False,failed global gate,-0.0009452522898191892
Dairy,fx_index,Decoy,0.475,0.9719298245614035,-1.9874024887172996,4.71863571278011,0.023742728207136295,0.010827625800475273,True,False,failed global gate,-0.00045732259313752306
Frozen Foods,avg_price,Commercial,1.0,1.0,-1.970434283119618,14.147621939217116,0.0717995117138259,0.027262239734405024,True,True,kept,0.001536609667486811
Frozen Foods,distribution_acv,Commercial,0.935,1.0,1.370315340467941,16.699644709998207,0.12186716602249774,0.030021605502501773,True,True,kept,0.0009194950973870622
Frozen Foods,promo_depth,Commercial,0.9833333333333333,1.0,0.4973212867952968,5.46223635177702,0.10983315005426944,0.08129822716356196,True,True,kept,0.0004916324011752099
Frozen Foods,promo_share,Commercial,0.9983333333333333,1.0,0.2972430565156308,4.952554302068185,0.16661631595783802,0.13727254698190403,True,True,kept,0.001806934020628914
Frozen Foods,media_spend,Commercial,0.7016666666666667,1.0,0.0943004452266308,5.1305500262736885,0.5440642421086684,0.1728990901184019,True,True,kept,0.00041511939709600043
Frozen Foods,cpi_food,Macro,0.015,0.8888888888888888,0.14794948455255405,1.132904198904554,0.0765737171934606,0.020697973832358524,False,False,unstable,-7.613918266992543e-05
Frozen Foods,consumer_confidence,Macro,0.905,1.0,0.5080466263783847,5.715208383035951,0.11249377687589168,0.08695976038893652,True,True,kept,0.00013757518321678899
Frozen Foods,unemployment_rate,Macro,0.03333333333333333,1.0,-0.08357840610650519,1.1087375589500743,0.1326583756020896,0.10030756932213121,True,False,unstable,0.00012892047087739202
Frozen Foods,avg_temp_c,Macro,0.875,1.0,0.21492848985062996,17.631103170807975,0.8203241544692917,0.14053439985106467,True,True,kept,0.0030080173767739896
Frozen Foods,promo_echo,Decoy,0.58,1.0,0.058823973698265856,1.4734521137783039,0.25048496746178534,0.2327024388326702,True,False,unstable,0.0001548150439774354
Frozen Foods,search_index,Decoy,0.285,0.9590643274853801,0.1946614150626501,1.8737140601598634,0.09625503130945723,0.04409238255566967,True,False,failed global gate,0.0005397346046700988
Frozen Foods,competitor_promo,Decoy,0.19,0.9385964912280702,-0.016465557799188704,0.27303055558756884,0.16581919599530462,0.15119373794877772,True,False,failed global gate,-0.00020341984525759985
Frozen Foods,fx_index,Decoy,0.21333333333333335,1.0,0.3535656376253293,0.8394612837521036,0.023742728207136295,0.010827625800475273,True,False,failed global gate,-0.00024463988665446735
Household Care,avg_price,Commercial,0.9633333333333334,1.0,-1.321948814086056,8.965522550682678,0.06782049694474057,0.020239690659198808,True,True,kept,0.00040487763590039364
Household Care,distribution_acv,Commercial,0.9466666666666667,1.0,1.9792986394533156,6.187096071955477,0.03125903261199815,0.010301535419033158,True,True,kept,0.0001424883035719771
Household Care,promo_depth,Commercial,1.0,1.0,0.4237491513578571,4.76247712258275,0.11238906573197659,0.08265867554037598,True,True,kept,-1.8001475024015043e-06
Household Care,promo_share,Commercial,1.0,1.0,0.39154396698471733,5.801894799223978,0.14817990541150228,0.11439498874216018,True,True,kept,0.005102317222927009
Household Care,media_spend,Commercial,0.9,1.0,0.07770120587676745,4.4945341394696205,0.5784381450395842,0.3911339725099276,True,True,kept,0.002503013040087992
Household Care,cpi_food,Macro,0.4583333333333333,1.0,-1.057141902999368,8.094928511363037,0.0765737171934606,0.020697973832358524,True,False,unstable,0.00015908906652938905
Household Care,consumer_confidence,Macro,0.87,1.0,0.2656444509186031,2.9883347589956095,0.11249377687589168,0.08695976038893652,True,True,kept,0.0007113691570280163
Household Care,unemployment_rate,Macro,0.23333333333333334,0.9928571428571429,-0.17126109210260523,2.2719218282171467,0.1326583756020896,0.10030756932213121,True,False,unstable,-0.00022021939156643185
Household Care,avg_temp_c,Macro,0.19333333333333333,0.8362068965517241,-0.027818191454294112,2.2819934383608693,0.8203241544692917,0.14053439985106467,True,False,unstable,0.00022219384990249114
Household Care,promo_echo,Decoy,0.71,1.0,0.026932821015903885,0.7954818749760717,0.29535779950653446,0.2402126399315369,True,True,kept,0.0002735961132614099
Household Care,search_index,Decoy,0.25666666666666665,0.6363636363636364,0.027133748070470313,0.25739098237940944,0.09486009146651152,0.047482633481360226,True,False,failed global gate,-0.00039538333029724097
Household Care,competitor_promo,Decoy,0.14333333333333334,0.6395348837209303,-0.003248694348371088,0.0643519500788233,0.1980855789375498,0.17287919823924053,True,False,failed global gate,-9.24523867742097e-05
Household Care,fx_index,Decoy,0.2683333333333333,0.9006211180124224,0.5530375176016669,1.313061946876573,0.023742728207136295,0.010827625800475273,True,False,failed global gate,-0.00044325483592373444
