date,category,volume,avg_price,competitor_price,promo_depth,promo_share,feature_display,distribution_acv,tv_grps,digital_spend,avg_temp_c,cpi_food,consumer_confidence
2022-01-02,Baby Formula,514956.0,27.375776769261865,25.85924459713729,9.142307150018754,11.794426757587289,7.884883372800346,61.6211163257126,160.48611181048994,97.8153941309317,4.503746616830196,100.24130369140437,93.86789218858914
2022-01-09,Baby Formula,516819.0,26.777150064945953,26.209876435231006,6.494555019207203,10.897386770618123,5.275244568460819,61.20414527752801,125.60756392407826,158.6915548616137,4.688961220884122,100.41384391981707,93.32940949006152
2022-01-16,Baby Formula,389027.0,26.780654241993947,26.991080172309314,8.559842796937371,14.988283039774657,5.191469223889243,59.718410762006435,0.0,95.17422515439485,4.091192657940171,100.68656868925525,93.99400340515226
2022-01-23,Baby Formula,397825.0,26.2459474460155,25.458591765138696,9.83575444658529,15.795598497809795,9.063909353115394,61.614537380917824,0.0,105.57618476248773,3.9081664124442854,100.96992613367756,94.43986032625273
2022-01-30,Baby Formula,350386.0,27.391033924478613,26.913798749759344,7.64555711966543,9.461811478339255,2.5623404633214295,61.81914333818319,0.0,103.04730680896887,4.192287348203582,101.18972843927817,94.61226968140987
2022-02-06,Baby Formula,371757.0,27.385391554720528,26.443810821664524,8.907726975118786,17.354121925820486,4.712773516922957,61.081787652314624,0.0,65.84536829495183,3.084073671717324,101.25609506974257,94.92428927625517
2022-02-13,Baby Formula,459219.0,26.566726267196014,25.227468150971458,8.550478571140948,13.087698367145856,7.060528694842435,62.11492141379273,54.179426007903075,39.1495099371447,4.50813648684579,101.61636463067178,97.5828927780204
2022-02-20,Baby Formula,355947.0,27.01199778314082,25.701318974738452,9.10086750838481,14.011785652388674,5.956176411123891,62.191736622193275,0.0,82.5316730153335,3.095258147793161,101.881551109575,95.07308645357624
2022-02-27,Baby Formula,504122.0,26.977673413076623,26.70079939772015,7.194178148981924,15.730324948593063,4.207094574016133,62.09580888817072,158.6791417167416,154.50614478736983,6.976947320130494,101.99780618581404,94.13994843053426
2022-03-06,Baby Formula,490653.0,27.589485791275287,26.89761107481736,8.820774626766205,17.73901873599742,4.563651145693216,60.942464851760384,69.96583034793464,92.23661408390325,8.716786890029756,102.37000828162257,94.09407174985618
2022-03-13,Baby Formula,339947.0,27.18810271111704,27.72354312194301,9.660587672930319,12.513247502270648,7.562168554224266,61.93928534996142,0.0,76.11236182604608,9.890205764530567,102.2954915545924,94.62966196031485
2022-03-20,Baby Formula,342391.0,27.37328704377352,27.43602430772434,9.900368819886015,13.446593916498546,6.556711562907012,62.47959715145558,0.0,71.26004946218625,10.772720748051718,102.54855649969204,95.08437474256432
2022-03-27,Baby Formula,332799.0,27.494349320590228,26.43227601159406,6.71303263890617,12.265555814748435,6.016377110298549,62.37102283139511,0.0,170.29308869961204,11.087714923416401,103.0779281211557,95.36020850805535
2022-04-03,Baby Formula,436277.0,27.457415719687102,27.092367446964307,7.9877813773393065,13.36049207786814,11.420716934609061,62.79999041071347,54.758676820180845,72.68213433595683,12.303731181625533,103.35765537644284,96.20628008919194
2022-04-10,Baby Formula,342648.0,27.305783661219756,26.16239205430737,10.147090277696392,19.611101137281885,5.444631905039487,62.651052514720426,0.0,120.0266882990217,12.32966508855237,103.18912910335969,93.59958282127195
2022-04-17,Baby Formula,346056.0,27.154370200233327,27.58525311597619,8.002248685394187,18.20881966607693,4.390163073684876,62.01068888429824,0.0,116.82461117356999,14.087168420791523,103.54273374488109,94.56492874797176
2022-04-24,Baby Formula,343327.0,27.87993538981785,26.73753881146754,7.936242480862907,15.15436938405701,4.041822883685472,62.42778863082285,0.0,142.15781576151568,16.61404437836227,103.87572772196582,95.29707768307799
2022-05-01,Baby Formula,434828.0,27.053938866170938,26.49680131639875,7.270664442498905,15.540997793110519,5.4110777704554485,61.93533011346166,153.49549489524912,37.9506533129162,17.305647370413826,104.08384763379497,95.92769716740321
2022-05-08,Baby Formula,337115.0,27.46517279941697,25.900180225518714,9.631993992397083,16.911834121956353,7.15378817165704,63.064033938046656,0.0,48.427304766363534,18.840190402611483,104.39037122232486,94.05893169601114
2022-05-15,Baby Formula,315036.0,28.064475024197552,25.755289141458768,11.139661325029813,12.204856821533342,5.974704495716328,62.03989159997854,0.0,33.8890192108278,18.579150844918335,104.45697742490047,96.58087712903827
2022-05-22,Baby Formula,309306.0,27.41669634089103,27.345960696304783,8.857674017860107,12.971420270960955,7.357282785861755,61.90765669941317,0.0,49.95186447534546,18.949064353963976,104.65956174090933,94.94601380878542
2022-05-29,Baby Formula,443942.0,27.74527096901964,25.142182139503014,9.325890914251142,13.215781660915628,3.398974842608058,62.09401106108296,167.68994801762176,124.72854453071702,22.765296980456586,104.8818608826675,94.19324569923955
2022-06-05,Baby Formula,428268.0,27.423330677789618,25.41317779794123,7.79575248613715,17.27833424074925,3.453962741609225,61.645400998634344,55.36159180595758,101.76462498436653,20.861549441592473,105.19450611229308,93.8174640542837
2022-06-12,Baby Formula,445653.0,27.382419393300193,26.14500829151511,8.507845535071924,12.307107841635219,6.596273056141534,61.332192532983655,99.10208034403769,107.23455676558251,20.33421333546263,105.3391422290194,94.45087930188795
2022-06-19,Baby Formula,498740.0,27.69215147908287,26.500603014479864,10.287538225792288,15.182742335726367,6.974355468553128,63.124004650408196,176.64931401303625,127.92442325440601,22.361671532928497,105.75465330116995,95.99380412303331
2022-06-26,Baby Formula,461893.0,27.63036203239042,28.75108535624681,8.362238303213287,22.04926510854237,8.448517626205536,62.85300341167671,88.40689707002116,50.250971587572224,22.97024279317105,105.98302769977946,95.23216367515366
2022-07-03,Baby Formula,307735.0,27.783221771821243,27.47892375373977,9.376851596286754,15.738458874684358,4.329926329822252,62.06194122360072,0.0,58.12530909005558,24.08926420251015,106.24644207521193,93.94051622296219
2022-07-10,Baby Formula,456003.0,28.109675041127918,28.21209445668303,11.316062017337385,13.547891558824535,7.1841995843487,63.22749646221505,90.8501036032762,119.76510628005715,25.551876301945953,106.37112766737428,94.96157463326284
2022-07-17,Baby Formula,300482.0,28.1015193577494,28.605558923072177,8.045777238272361,13.925581133474898,6.284746217587387,63.88703775207111,0.0,42.77707058260214,25.667895148434116,106.51212776374453,94.3935761509401
2022-07-24,Baby Formula,430056.0,28.023585115982726,27.16647453607965,8.265476385839177,13.370117054391518,9.540800601259916,62.2806838107187,130.08879434283992,58.29015919665043,24.642288109580143,106.85378908048436,94.74884267212225
2022-07-31,Baby Formula,380650.0,28.462023978484282,28.21776728065901,8.53220933670123,13.724143606955256,5.226199456452072,61.940696938010646,51.721065354230745,84.37828501253928,26.19411495685751,106.99087992282432,93.33298619161498
2022-08-07,Baby Formula,472523.0,27.944558482538966,27.16151577681968,9.524652397715567,14.537994112745533,4.515179793993203,62.93993960611866,185.62440422641922,109.54546215530671,23.934544837109147,107.2046632026113,94.59240143866693
2022-08-14,Baby Formula,354624.0,28.531263906638653,28.06491860405422,9.656357848787414,16.966615965706815,9.083736951345582,63.58682058592781,0.0,78.42521630145662,22.72143123918376,107.59488340151239,92.94266648128492
2022-08-21,Baby Formula,340754.0,28.05245125282316,27.54061055597481,10.3212436238482,13.745001703524808,3.877376720081027,63.46845835710701,0.0,108.40306425074832,21.74927745135542,107.82644976705282,92.37289479935043
2022-08-28,Baby Formula,441816.0,28.072615780271462,27.630535378213334,8.718358628391412,14.297071696437444,4.758465618882271,63.13517721447917,89.80305959219999,99.18572853615066,22.20351172284562,107.96788414192388,92.13592291048819
2022-09-04,Baby Formula,326166.0,28.171585018961053,26.425511249030436,9.086080276532993,13.213335762082234,7.943610742489438,62.7637814787272,0.0,101.67636283906502,20.679886632168582,108.27788560226116,93.34876158214828
2022-09-11,Baby Formula,431157.0,28.507890271350075,27.707431530366215,8.252621929626136,13.728944337480467,6.704859687061783,63.574642843988066,86.74046649490727,40.844821675922056,21.493731830660707,108.4109597710167,93.43177922394376
2022-09-18,Baby Formula,342350.0,28.056228700914737,28.566636114612816,8.012605469418805,14.71034193584359,6.926164877868191,63.745170479461756,0.0,188.88271392421012,18.821669814346027,108.80087281936417,91.47469449011797
2022-09-25,Baby Formula,483265.0,28.21945767555013,28.4655376595457,9.699698625769253,17.038665156669875,5.326344718771548,62.38433896240989,115.0008283357602,114.11819585130708,16.55221965229912,108.72315447864455,91.1830085550858
2022-10-02,Baby Formula,400497.0,28.87064473899778,27.52313008129503,5.954000242286784,13.054515662110681,4.477027649203951,62.498847081412556,60.10510345601068,75.11730458382848,14.246669884907007,109.08799293999625,92.55280968499927
2022-10-09,Baby Formula,270328.0,28.197452999757893,27.330547855754702,8.834131779441122,20.048909712799965,5.661970580711889,63.193515159276906,0.0,0.0,17.451576246105425,109.46667918029519,92.00970017665637
2022-10-16,Baby Formula,420584.0,28.50778393655812,26.68313172352582,7.848817098393213,9.859970148106104,9.506039451646913,62.67685696838692,107.88476570640314,64.48188372183438,15.820092648277857,109.63766839326033,89.97154323699009
2022-10-23,Baby Formula,468922.0,29.066160200308506,28.14809131300413,7.421254795373297,17.748404521369263,5.111940161061115,64.31740643346112,90.18291551857763,70.95485939255215,10.910230910654652,109.95545001413635,91.37133166179116
2022-10-30,Baby Formula,473986.0,28.652447033341453,26.75469839083105,7.797302339775264,13.231627367751338,4.287699264607223,63.435329840979406,165.04008464212782,48.56289066147793,10.65724256328603,110.06664134566341,91.2722133924328
2022-11-06,Baby Formula,322625.0,29.063603490655474,28.603809360884007,7.071936524954351,16.40594332516735,5.923755786181378,61.849008845009166,0.0,85.9620872592825,10.329544704152655,110.65347626366956,91.18535927597412
2022-11-13,Baby Formula,367265.0,29.09613178002755,28.38770048770883,11.521912726929074,11.524325600079397,10.4132980834187,64.31269461156391,0.0,85.80064042192713,9.105107810974728,110.73909500593734,90.16610219773645
2022-11-20,Baby Formula,344308.0,28.603511337066955,29.456465675629264,7.922128690964486,17.047456463835832,6.6628495832912975,63.54229440750698,0.0,79.59482465436449,8.25641641124401,110.89399569958235,89.29038780505613
2022-11-27,Baby Formula,521592.0,28.72296676216699,27.67350251077502,11.392280343003122,15.78109441980657,10.9229274422465,63.58731877948406,66.97183162791187,73.80389879340024,9.319231467984206,111.25639981778643,89.20886367399322
2022-12-04,Baby Formula,575349.0,28.78663387182546,27.98601033600596,12.546556843268034,22.292622179410937,6.7960067324701185,65.3496901938576,101.20190831569312,94.40363287650096,5.418266837933507,111.37415083348796,88.46415234623926
2022-12-11,Baby Formula,384411.0,29.19840570700659,28.180269105440175,9.980588658183272,23.709458634719137,9.436567332936605,64.90454557643599,0.0,65.47342523964747,6.853451719888746,111.55149281303163,88.42638037550667
2022-12-18,Baby Formula,340010.0,28.77101648327373,28.991325468857266,8.278093596599291,19.12962053085217,10.342667921408617,64.66119279936058,0.0,40.55874248950147,4.763257274824404,111.85688459030887,89.13570252805036
2022-12-25,Baby Formula,361910.0,28.957649076184463,28.07208223894081,11.208011357829756,19.151515145750004,6.994324067777699,63.71881393994555,0.0,75.93364301853873,5.0000363153127365,112.15946302742384,90.23986490595092
2023-01-01,Baby Formula,330170.0,29.00671499773673,28.030046331991326,6.579661757571611,18.804662354141517,5.7576774592174065,63.382345826277124,0.0,101.78234698914584,3.0681740697740087,112.2435686323915,88.13866236918132
2023-01-08,Baby Formula,334686.0,29.17852486351463,28.59673120365862,9.039890773018271,13.530478895385112,4.764315644617278,63.497858615796126,0.0,93.02592473953521,3.0,112.36210519942091,87.01565766501353
2023-01-15,Baby Formula,438420.0,29.73556409894925,27.45607982208443,6.942750243087767,13.914081376141125,6.789090187955821,64.17867919940291,105.9841272739595,86.21351751452688,3.638004732174514,113.0054582469118,89.23345450531697
2023-01-22,Baby Formula,314978.0,29.263596825196302,29.466046642513415,8.696469069478477,12.425194162940281,5.804885854941425,64.15829048728037,0.0,86.79652346142387,3.0,112.9808198922694,87.84003612372364
2023-01-29,Baby Formula,444425.0,29.930822663554725,29.16649160843115,8.215460814696218,15.116662470973223,6.23353668244209,65.01149214833119,72.31560494290616,89.00164575945375,3.627465304941028,113.45777785169673,86.56175277563713
2023-02-05,Baby Formula,348075.0,28.91854899328135,28.07698091191193,9.099497733846343,19.482253759115945,3.7554481475375168,64.61963662532969,0.0,57.06250816892444,5.113548300981992,113.7216265596168,87.88599347706017
2023-02-12,Baby Formula,471811.0,29.101135360198203,28.26047498753291,10.736841661237348,13.661580550460101,3.565549115061216,65.72963806320759,45.338266518980745,154.6800816041933,6.187647791974121,113.68901509431643,85.84859469082595
2023-02-19,Baby Formula,306364.0,30.00485718286427,27.953716713762052,5.971703339511579,13.882184528994367,6.160851601284831,64.98371948204824,0.0,69.95505986813035,6.249101315277736,114.12094214972387,85.25838528327597
2023-02-26,Baby Formula,448141.0,29.793596658238194,28.536551219004878,6.1117744356057715,15.702918556679634,6.956935283264655,65.61707317490733,117.17221031150365,77.73877610346764,6.2078706095481495,114.27517986834373,83.75881920192252
2023-03-05,Baby Formula,428238.0,30.14701766842051,29.58697689344249,7.943224291678392,10.723477829747749,8.641927537263479,63.25411938155993,244.20963924165,68.1654511513696,7.485411310535873,114.63840880652226,85.06945575380487
2023-03-12,Baby Formula,345324.0,29.619340555192675,30.78749356253704,10.828580186116795,13.18127819610044,6.282613100171609,66.37213640076769,82.47684217796099,0.0,10.422843199069561,115.08533793348006,83.51403454001704
2023-03-19,Baby Formula,320762.0,29.46849895479021,28.7482121628557,8.951587796017394,12.595070461822132,4.505984224409089,64.72161751316308,0.0,106.45649167222271,7.080338618516496,115.15958776037938,83.45844418853018
2023-03-26,Baby Formula,446495.0,29.86685481588794,28.60538598513304,7.887311174563841,12.557426650374408,11.897747250875945,64.97642139440282,169.06123477183715,63.98877387340367,9.46800785729281,115.39505982727903,84.08036848340014
2023-04-02,Baby Formula,353640.0,29.885002863436082,29.991074155779902,10.025147878204026,17.428986274999456,4.84492202829234,64.58926101793301,0.0,125.89270363122299,11.181657985361035,115.8306517129208,83.37742771790062
2023-04-09,Baby Formula,311038.0,29.325824537091165,27.73903472678406,7.566022371416268,12.455926165055597,11.062616244403664,64.89619800641808,0.0,58.20749479638986,11.69708054698663,115.7876614874001,83.44242890630522
2023-04-16,Baby Formula,471274.0,30.175055228909958,28.512502467657352,6.850898325168602,17.419274700703888,7.921614566607025,64.43628399487649,258.6695465583281,118.16860188891339,14.19621943071346,116.03923779140571,82.75881673209972
2023-04-23,Baby Formula,298639.0,30.319585241834645,28.59740116243373,6.946443687884457,17.41017161327028,3.8411136328724007,64.90819178168948,0.0,122.12420538648114,13.729501124331874,116.49809801474908,81.9332986275708
2023-04-30,Baby Formula,325938.0,29.553996763762672,29.571260835514313,10.627012854452902,16.768637982150956,5.215072497403596,66.43203709528194,0.0,63.90346561990485,15.43603621393239,116.56842322986692,80.95241467620797
2023-05-07,Baby Formula,440477.0,30.32976978238146,29.737460895322236,8.692712354735457,13.33429605228243,6.736847962320248,66.09411542400964,149.56187894194645,81.97341198414215,18.29502795119269,116.89597694975474,82.57072462755885
2023-05-14,Baby Formula,413255.0,29.95440192779617,30.280692840087166,6.999169366433028,10.288636143364974,7.56992257239815,66.82477584406301,89.25708681905482,67.52284092561042,18.587343202562987,117.17055007182273,80.82359934524038
2023-05-21,Baby Formula,353948.0,30.48935167388935,31.272118241171274,9.45561231235742,16.775891482822537,4.381661731145227,67.49129981151513,0.0,46.25959046888022,20.26110205543384,117.44136123410591,80.44392893238036
2023-05-28,Baby Formula,320849.0,30.2978285843832,29.442110480319595,8.957141736716036,11.03489182799999,4.0988941466082585,65.46942721431097,0.0,76.3682222573352,20.189420769205597,117.55511288579301,80.97281552479922
2023-06-04,Baby Formula,329566.0,30.44824918740193,29.23470023393671,7.334023529703946,13.920101267407736,8.002543121136322,64.98382614366399,39.92033607476085,0.0,22.661002169371404,117.8054243265904,80.81143526786012
2023-06-11,Baby Formula,476840.0,29.81264918560368,28.413416527719143,6.882143617130039,16.723544771965628,6.243435279353466,66.20928400728039,113.86843669295557,61.10294097741349,20.43886378553205,118.20768800424464,80.51653648085825
2023-06-18,Baby Formula,366290.0,30.410327217382452,30.424710145507355,9.953295577387925,17.717285012549482,8.816945115876054,67.76886964389799,0.0,83.40671169333622,21.828820213094176,118.48245528951395,80.12671549282351
2023-06-25,Baby Formula,450712.0,30.59866150029979,29.35865481614489,10.310059712095256,11.777314566799298,7.376348668578616,67.99010215688061,63.800156586068596,58.8918062521691,24.433334169619947,118.65170624169468,81.33228891950354
2023-07-02,Baby Formula,352411.0,30.643935571575167,29.85336824277648,12.844874595640388,16.16136073903548,8.392540989224997,65.95003113712563,0.0,88.17810239340457,23.988049426280035,118.76695797413218,80.11037944753257
