date,category,avg_price,competitor_price,promo_depth,promo_share,feature_display,distribution_acv,tv_grps,digital_spend,avg_temp_c,cpi_food,consumer_confidence
2026-08-16,Baby Formula,33.28869785816473,,8.845496455492796,14.17187679494809,,83.2999740712757,42.57067459680349,66.97857251039622,22.271843828503826,,105.44921398736795
2026-08-23,Baby Formula,33.26693100779916,,8.838746971139235,14.013901795500232,,83.45565933827842,33.742083065341355,64.29171335178084,21.919662118928724,,105.4420009285823
2026-08-30,Baby Formula,33.26918026990094,,8.726218654929703,14.191607261853342,,83.41368260562409,30.01624102430644,68.47422735279571,21.32616979125758,,105.41371334278061
2026-09-06,Baby Formula,33.300726598866135,,8.446082818278438,14.56237918570615,,83.18713082836558,34.03791530246964,76.24931082552175,20.351093645251638,,105.43365811237608
2026-09-13,Baby Formula,33.34517350570632,,8.06495538609221,14.912007315754416,,82.88349023650473,44.7234427684085,80.96941688183975,19.101921277380885,,105.54325644758725
2026-09-20,Baby Formula,33.37672227159492,,7.73574384144515,15.116928832813224,,82.65118784298333,58.40796313908235,77.9439395799162,17.848573772202236,,105.71334579494996
2026-09-27,Baby Formula,33.38139513726309,,7.585048045653927,15.206328695914744,,82.60280962825678,71.29763744379123,68.28185234120662,16.80400499310955,,105.86907728373917
2026-10-04,Baby Formula,33.369864358396526,,7.621531662288698,15.27319639287768,,82.75547828123402,81.21424248811374,58.130389279042454,15.951234562701252,,105.9581568477457
2026-10-11,Baby Formula,33.36969017396722,,7.743266390716309,15.336523952224931,,83.02229295890065,87.429678487682,53.94732895350826,15.060917411372172,,105.99726775738888
2026-10-18,Baby Formula,33.401230944474094,,7.841232248254532,15.312215878909365,,83.26246246796649,89.2156911311614,57.63455636256889,13.887958719295806,,106.05168469698948
2026-10-25,Baby Formula,33.45615311945059,,7.912831783295684,15.146797614417833,,83.36339435882456,84.98313373049652,65.38739689110048,12.388064597925414,,106.1660936499901
2026-11-01,Baby Formula,33.49757172586494,,8.083987913056944,14.994265356252667,,83.30572948358065,73.3816992925104,71.02314879273791,10.777062795413524,,106.31237758337143
2026-11-08,Baby Formula,33.48494323663644,,8.508232161355728,15.23710232411401,,83.16932927626193,55.78876331284059,70.94191687439087,9.382674476879224,,106.4072959077248
2026-11-15,Baby Formula,33.40679090745155,,9.213098997287464,16.259566883954356,,83.07464271696662,37.8832587324225,66.6963261078611,8.406322682919285,,106.38901039028579
2026-11-22,Baby Formula,33.29627575038591,,10.015947356877037,18.101641414975074,,83.0980686765871,28.131448700393793,63.271232034168605,7.784268024448162,,106.28364723539724
2026-11-29,Baby Formula,33.2158083314023,,10.58807219120688,20.26815877200198,,83.22054946928652,33.213469698509314,64.73218637351208,7.255368155810187,,106.19606304145154
2026-12-06,Baby Formula,33.21946326082993,,10.637546718295436,21.896023280027133,,83.34747962420174,53.11234069110315,70.9236606452797,6.575896993082091,,106.22423483790399
2026-12-13,Baby Formula,33.318755293093446,,10.090126520688534,22.22496360236638,,83.38663882689872,79.55188937307082,77.80896000638155,5.707153912758113,,106.36849411647817
2026-12-20,Baby Formula,33.475390793726746,,9.144060153630486,21.069242214785003,,83.32575151424436,99.63923740829946,80.90673207763257,4.830642023825542,,106.51955813721082
2026-12-27,Baby Formula,33.625383390628535,,8.161752367474985,18.95428856637535,,83.24805212339773,103.01759386156917,78.79694523670503,4.19032449023733,,106.54628506834638
2027-01-03,Baby Formula,33.717079014660776,,7.472975785814715,16.80667001640383,,83.26909930547093,88.11381591979446,73.85542048486404,3.9000864631989263,,106.41573218930499
2027-01-10,Baby Formula,33.73738832080739,,7.2183246958067855,15.40513248242663,,83.43973285012731,63.29614308629617,69.90202939483714,3.8742609285416645,,106.2414057259043
2027-01-17,Baby Formula,33.711074047711826,,7.322550554781699,14.96984592838419,,83.69104998470061,41.97144969264319,69.03743977223398,3.9288105684011683,,106.20760328918696
2027-01-24,Baby Formula,33.67801832910757,,7.591286675815868,15.155321031730402,,83.87045938799774,34.66669911032194,70.40065697451071,3.956933370493209,,106.42037505006586
2027-01-31,Baby Formula,33.6673279173189,,7.846326554071514,15.408505924342958,,83.84983180154872,43.129927119609185,71.65929895505842,4.025931137767129,,106.80402296687498
2027-02-07,Baby Formula,33.685459715827605,,8.00763206948342,15.394950928858195,,83.62806133670456,60.05970973952712,71.5684986980788,4.315724208987286,,107.1350392824845
2027-02-14,Baby Formula,33.721818211305894,,8.088245968387692,15.178169187056552,,83.34788723505905,74.27986176165855,71.11477283093622,4.956578372991254,,107.19913911260102
2027-02-21,Baby Formula,33.76194384268215,,8.136879341325711,15.059439467571071,,83.20652651907899,77.7027975633771,72.24413095130586,5.907027798440649,,106.95540444119361
2027-02-28,Baby Formula,33.79587802695576,,8.188380097022439,15.257368294153375,,83.31924667221237,69.60609873552482,75.52052635992891,6.974807423374769,,106.57868140770586
2027-03-07,Baby Formula,33.81761081181889,,8.25415074223842,15.709936358615778,,83.63430900794647,55.92801828394232,79.08974233472576,7.960641465072846,,106.34163284075437
2027-03-14,Baby Formula,33.82149019164098,,8.338139605109866,16.14722444403808,,83.96458335745925,44.72040714591029,80.09028897212524,8.803449857466575,,106.42172586660934
2027-03-21,Baby Formula,33.80355394263388,,8.44407013122825,16.339603865636118,,84.11748006720444,41.1500498868294,77.298072798789,9.609715424512835,,106.77752226576487
2027-03-28,Baby Formula,33.7686243463157,,8.560035489626362,16.284782708628825,,84.03179833711134,45.170777628420645,72.50698301922331,10.550797790724136,,107.18538645669794
2027-04-04,Baby Formula,33.73535806855051,,8.641324268753886,16.170643627458354,,83.82255185091871,52.755675396765966,69.1810501447856,11.72020701204647,,107.40437500115387
2027-04-11,Baby Formula,33.73048669602267,,8.62294238501307,16.16350990155345,,83.69976639360226,59.18737002517292,69.4037475567521,13.067261711816316,,107.34149132322491
