date,category,volume,avg_price,distribution_acv,promo_depth,promo_share,media_spend,cpi_food,consumer_confidence,unemployment_rate,avg_temp_c
2021-01-01,Beverages,1036652.0,2.989799789991269,71.93813570612208,17.44773360945814,29.958208187297455,120.25025240034843,100.26244654965153,98.59789702425007,6.7996158052427464,3.0417704853424232
2021-02-01,Beverages,1618220.0,2.921830898941653,72.77046383571493,19.129773413204553,31.741227344865024,131.2163446199129,99.92569808357705,97.21431260948025,6.0745038509415155,4.8109264205689275
2021-03-01,Beverages,1451689.0,2.9798115256144646,72.50202455605297,15.652733269427062,31.554194984062136,97.9529413266588,100.3634577924185,96.74176159875968,6.046535198121066,7.674098479385426
2021-04-01,Beverages,2377989.0,2.933918329352601,74.25334679361076,17.521463895738645,29.93384826861808,115.51084528298767,100.84773008621762,97.66756604296077,5.649728048616518,14.275500218065602
2021-05-01,Beverages,3251620.0,2.9535347927168094,73.3162362910728,17.453890986286115,31.617515667650324,636.1803542655516,100.76294057828453,96.92652670679199,5.3188741405465505,20.883826779939817
2021-06-01,Beverages,4769327.0,2.8400483557835514,72.62767221000524,19.198099349484423,46.412734120870226,690.2392349141354,100.94275384501738,97.50874922354642,4.984174263307289,21.699616851137577
2021-07-01,Beverages,5697808.0,2.8208850679064748,74.19034286434494,22.02686309411841,46.29086579680561,819.1422898798421,100.99157881915436,96.99203796017335,4.897934663950062,23.60578966645286
2021-08-01,Beverages,4600216.0,2.9385942571363004,73.76086480566585,19.516457372406194,33.17641212167808,150.1542811526914,101.31722231455838,95.484043215362,4.74640801173712,23.25908822115596
2021-09-01,Beverages,4060664.0,2.967515512358622,73.40976672469431,20.05036084753819,32.95519638770088,198.9430880103406,101.27605278330854,96.12034885779407,4.66068404458124,18.463636837385458
2021-10-01,Beverages,4194949.0,2.8922390825535063,74.3033412650123,22.47596393404797,38.796924433554075,118.81496417588927,101.47379403073548,92.33920591068951,4.433890610448787,15.749088936432084
2021-11-01,Beverages,2724644.0,2.867285234829752,73.73835549918898,20.273373354287127,43.72375296882106,135.71797434882035,101.77966921010118,93.92136769271227,4.433853727285174,6.4407100864924605
2021-12-01,Beverages,2116052.0,2.8362773526172975,74.57274360823047,20.4478863555022,44.21788305167041,73.63626178309165,101.96560838320673,91.08381481775648,4.2099212919215825,4.116908958178981
2022-01-01,Beverages,1188287.0,3.009880747610731,74.91501733332042,15.68804449801262,34.54006996654366,120.5703112276602,102.83845337862185,85.18145607525402,4.134255846603454,3.122084031372374
2022-02-01,Beverages,1634380.0,2.956596639660742,74.89924865451037,17.977220564834557,44.477437006855254,90.81114287841609,103.50547559536768,84.47160794504259,4.127693811587623,4.539654985377494
2022-03-01,Beverages,1821115.0,3.0435846896639456,74.2623527520603,18.346174805692154,32.09575542449718,158.26570621417582,104.7162704182495,82.92077894605437,4.108919918762023,8.527660201824233
2022-04-01,Beverages,2229262.0,3.0617001454641817,76.394887593509,17.52941083415504,34.244750633218786,151.98220786385733,105.52710536152021,80.65074506010407,4.051979682312067,13.02665088140782
2022-05-01,Beverages,3254520.0,3.0577652697759143,76.7411411419257,18.175821262663288,36.52516812047455,1153.9694528241582,106.78860309177894,79.93021387510574,3.929329932093485,20.531995566579518
2022-06-01,Beverages,4271000.0,3.07420104291943,76.50885450784087,20.512241482505665,41.49439340873396,765.1139806767723,107.33905454479972,76.71686786696758,3.945871687190105,23.920373300214823
