date,category,cpi_food,consumer_confidence,unemployment_rate,avg_temp_c,avg_price,distribution_acv,promo_depth,promo_share,media_spend
2026-07-01,Beverages,126.30979665524512,106.88020770970405,3.9933100589956765,24.992119713802502,3.501375180780358,88.98884775042389,19.942609146200734,43.01995955539958,957.6040090295494
2026-08-01,Beverages,126.58221806885629,107.25470574383898,3.9835088048155876,23.18326224128437,3.584026283387015,89.14661074978288,18.80986384525635,36.85725160687018,189.28435220230142
2026-09-01,Beverages,126.86949871627915,108.31829426664957,4.038142649953265,19.73054680693682,3.623763951774826,88.7515896539918,16.938947103273655,32.58974936062703,257.92437094096806
2026-10-01,Beverages,127.1259663910365,106.1787345552852,4.048378089046481,13.990529620998727,3.597329191333218,88.77929982759525,17.446361998816812,36.67195693901129,217.6700169988763
2026-11-01,Beverages,127.37670801063449,107.83468402592597,4.024754349563188,8.96333685491517,3.5313869868080325,89.35878970985043,20.33462530210234,44.31282756509433,204.1476042186607
2026-12-01,Beverages,127.66684520455702,107.98721542649847,4.034021588582873,4.1124495467386595,3.552261458283384,88.72031804340185,19.676622155420002,40.62332139180892,175.00902235601876
2027-01-01,Beverages,128.28724975294662,106.95537511867876,4.094591908889646,2.373696363686266,3.641225699209687,88.67600006322927,17.206634554341207,35.10627344311576,206.65895978045305
2027-02-01,Beverages,128.19177040164578,107.1610515271746,4.073522327030507,4.08230268565767,3.669375739304505,88.96805295585419,16.387315023378008,33.289250171113444,163.3130180969306
2027-03-01,Beverages,128.67098177836777,107.67061139567853,4.087310121354995,8.751311747240408,3.6573344458153008,89.11874215728918,17.122537980934723,36.740542931582986,217.90838589608995
2027-04-01,Beverages,128.99005877747692,108.5053861005738,4.126891067079356,13.959789167235696,3.6919234318834397,88.70753778032423,16.58899228523574,30.880826674014408,185.45978792077645
2027-05-01,Beverages,129.28005277140096,108.43082879201667,4.056998763843025,19.437391744403786,3.6776982455941822,89.27824423154026,18.05923875202594,38.04831635135719,926.0443691258233
2027-06-01,Beverages,129.367568902968,109.26488980251592,4.181994884677001,24.25712107042755,3.6200177428008216,88.3176724372706,17.811088239141917,41.829855690696746,900.2404107024396
2027-07-01,Beverages,129.72470287294337,108.52443179835777,4.129488360152374,25.01173512587451,3.614737817169905,89.18553776743944,20.032873152697732,43.95237769796611,975.8010346402389
2027-08-01,Beverages,129.9301800365713,108.94096581480463,4.145196125450713,23.27791433450524,3.709867765826914,89.34384224329189,18.359329234084253,35.86937982859841,205.61273985284782
2027-09-01,Beverages,130.28533308023415,109.9635340872671,4.1733665113811576,19.783755221342975,3.737566165396782,88.96019410242583,17.047228945990966,33.51184838197001,271.09933259673426
2027-10-01,Beverages,130.4745106482226,107.88807505070405,4.2101582885149105,14.111514001169441,3.7240479496391865,88.96784553663133,16.96617007887061,35.58401820032718,230.81229032093728
2027-11-01,Beverages,130.79303624519105,109.45028503032444,4.160703671854661,9.016619767633449,3.6457012293379565,89.56564953586702,20.41509544135659,45.195105619147014,219.3412304436291
2027-12-01,Beverages,131.0133032349001,109.7021143592036,4.195070468533715,4.219086414054312,3.677739914426303,88.91837076556466,19.24014248838614,39.67543882713749,186.57520942588954
2026-07-01,Dairy,126.30979665524512,106.88020770970405,3.9933100589956765,24.992119713802502,3.100662685346103,92.10067081796856,10.577685977918023,21.147223078840447,66.67088762843633
2026-08-01,Dairy,126.58221806885629,107.25470574383898,3.9835088048155876,23.18326224128437,3.1238143064084305,92.02141828273247,9.421256857116232,18.93976298719235,31.2896751333531
2026-09-01,Dairy,126.86949871627915,108.31829426664957,4.038142649953265,19.73054680693682,3.1298232957195116,91.5323762110021,9.973015010954223,18.279835609697525,358.7437937689734
2026-10-01,Dairy,127.1259663910365,106.1787345552852,4.048378089046481,13.990529620998727,3.153029343177505,91.95321822430137,9.890618717893764,19.26212030392533,49.25396994423545
2026-11-01,Dairy,127.37670801063449,107.83468402592597,4.024754349563188,8.96333685491517,3.1419895175743076,91.52794962560014,11.376648539598442,19.272076813672427,61.391336875687784
2026-12-01,Dairy,127.66684520455702,107.98721542649847,4.034021588582873,4.1124495467386595,3.143685546743293,92.69407120051984,11.417543233823089,22.553647936235265,30.038459785519606
2027-01-01,Dairy,128.28724975294662,106.95537511867876,4.094591908889646,2.373696363686266,3.1978051979554647,92.83870902540217,8.413205704672498,16.176366442626076,66.19382512190757
2027-02-01,Dairy,128.19177040164578,107.1610515271746,4.073522327030507,4.08230268565767,3.176881507000952,91.79211938383291,9.220015190947938,17.547764569013477,246.38063964682632
2027-03-01,Dairy,128.67098177836777,107.67061139567853,4.087310121354995,8.751311747240408,3.1892482459055262,93.07895068628086,8.96600836511252,18.58618318701152,68.9760314139762
2027-04-01,Dairy,128.99005877747692,108.5053861005738,4.126891067079356,13.959789167235696,3.1823773010886796,92.87280367048342,8.647778210525948,17.147526630747528,31.917367245792782
2027-05-01,Dairy,129.28005277140096,108.43082879201667,4.056998763843025,19.437391744403786,3.208166591770504,92.61691400500908,9.124582543072894,17.528256678590363,64.69726294051745
2027-06-01,Dairy,129.367568902968,109.26488980251592,4.181994884677001,24.25712107042755,3.1922076291085753,92.64664554335096,10.03054323798948,21.873915134719113,33.27276699427409
2027-07-01,Dairy,129.72470287294337,108.52443179835777,4.129488360152374,25.01173512587451,3.1782496249796104,92.74906323006803,10.71353072513032,20.988548385481195,82.34506324512776
2027-08-01,Dairy,129.9301800365713,108.94096581480463,4.145196125450713,23.27791433450524,3.194778848005065,92.76543232276126,9.27955324001856,19.85054356406955,12.591137406929576
2027-09-01,Dairy,130.28533308023415,109.9635340872671,4.1733665113811576,19.783755221342975,3.207444694848705,92.18265415476198,10.09677751956507,18.092137998294124,373.01872999554655
2027-10-01,Dairy,130.4745106482226,107.88807505070405,4.2101582885149105,14.111514001169441,3.22403971510292,92.68961984353193,9.750870717917927,20.144681374820816,36.095346782506375
2027-11-01,Dairy,130.79303624519105,109.45028503032444,4.160703671854661,9.016619767633449,3.219919688949887,92.18130324721403,11.483471579305473,19.078638057785952,74.0779884780142
2027-12-01,Dairy,131.0133032349001,109.7021143592036,4.195070468533715,4.219086414054312,3.214497191642144,93.41548910252102,11.303333451175448,23.429792988476898,15.890033049578022
2026-07-01,Frozen Foods,126.30979665524512,106.88020770970405,3.9933100589956765,24.992119713802502,5.796170019705022,79.5471283675062,25.161812341481745,48.515626052708924,148.68312186083006
2026-08-01,Frozen Foods,126.58221806885629,107.25470574383898,3.9835088048155876,23.18326224128437,5.8708122478638884,79.2669407268176,22.273335134468773,48.79967823732661,166.79490573632899
2026-09-01,Frozen Foods,126.86949871627915,108.31829426664957,4.038142649953265,19.73054680693682,5.929138655962016,79.65175000946097,22.237520750245434,46.631454195362224,143.40005913134758
2026-10-01,Frozen Foods,127.1259663910365,106.1787345552852,4.048378089046481,13.990529620998727,5.947880286705381,79.96871617427526,21.938284606399,46.22598038369356,640.384087516001
2026-11-01,Frozen Foods,127.37670801063449,107.83468402592597,4.024754349563188,8.96333685491517,5.910682311680946,79.81719042219156,25.094064120494615,46.22300607871401,641.9019444404969
2026-12-01,Frozen Foods,127.66684520455702,107.98721542649847,4.034021588582873,4.1124495467386595,5.828967305929159,79.6675343237749,25.64493562120208,49.44861311920033,150.88032665800887
2027-01-01,Frozen Foods,128.28724975294662,106.95537511867876,4.094591908889646,2.373696363686266,6.0582087443138954,79.77962735580348,21.703226650480744,40.729085959580935,652.8313007276614
2027-02-01,Frozen Foods,128.19177040164578,107.1610515271746,4.073522327030507,4.08230268565767,6.086203993862339,80.08949427555869,22.336064515146166,42.00921634812268,142.40888436343678
2027-03-01,Frozen Foods,128.67098177836777,107.67061139567853,4.087310121354995,8.751311747240408,6.170746431315675,80.49132389897989,21.79919279388711,37.24487866661351,121.49918118492101
2027-04-01,Frozen Foods,128.99005877747692,108.5053861005738,4.126891067079356,13.959789167235696,6.213554841783862,80.71191009980967,19.756334762289928,40.476429381236095,170.67568297168594
2027-05-01,Frozen Foods,129.28005277140096,108.43082879201667,4.056998763843025,19.437391744403786,6.143030182808512,80.43349146305096,21.642435685432744,39.61103275156162,131.49395635260132
2027-06-01,Frozen Foods,129.367568902968,109.26488980251592,4.181994884677001,24.25712107042755,5.89734916085521,79.72098963183664,25.043286988715405,50.744350762420744,170.2672131539073
2027-07-01,Frozen Foods,129.72470287294337,108.52443179835777,4.129488360152374,25.01173512587451,5.9456071490733615,81.09735232739345,25.26664569577694,47.96751812299433,154.58721475011765
2027-08-01,Frozen Foods,129.9301800365713,108.94096581480463,4.145196125450713,23.27791433450524,6.023326630587236,80.63754528249905,22.168106002593152,49.268882555754494,177.43577949713045
2027-09-01,Frozen Foods,130.28533308023415,109.9635340872671,4.1733665113811576,19.783755221342975,6.079365749991461,81.20167309750768,22.32071937626284,46.061112923878675,148.35067649191188
2027-10-01,Frozen Foods,130.4745106482226,107.88807505070405,4.2101582885149105,14.111514001169441,6.100511498994157,81.3398001944593,21.81919238448278,46.69718483459948,645.2793098403422
2027-11-01,Frozen Foods,130.79303624519105,109.45028503032444,4.160703671854661,9.016619767633449,6.062411814443063,81.37291192086337,25.14257620850421,45.607584265031335,654.1262035381537
2027-12-01,Frozen Foods,131.0133032349001,109.7021143592036,4.195070468533715,4.219086414054312,5.98092436352653,81.03999412897208,25.561315715670045,49.93696963920225,159.30625379145818
2026-07-01,Household Care,126.30979665524512,106.88020770970405,3.9933100589956765,24.992119713802502,8.475288475600985,74.86723622664208,13.4441853738209,27.241613836911604,49.48037713011315
2026-08-01,Household Care,126.58221806885629,107.25470574383898,3.9835088048155876,23.18326224128437,8.40197584809138,73.42881084682297,13.366616509327168,25.406354627573247,46.531161156144286
2026-09-01,Household Care,126.86949871627915,108.31829426664957,4.038142649953265,19.73054680693682,8.465035423675541,74.71696200634995,12.041607524597307,22.3225078360019,363.6232980638157
2026-10-01,Household Care,127.1259663910365,106.1787345552852,4.048378089046481,13.990529620998727,8.41253867787308,74.15337507364393,12.8836820837223,24.0775330792303,52.25523072788425
2026-11-01,Household Care,127.37670801063449,107.83468402592597,4.024754349563188,8.96333685491517,8.364293560052614,74.28824427839209,15.0386097012097,28.271648965897302,45.49377262830743
2026-12-01,Household Care,127.66684520455702,107.98721542649847,4.034021588582873,4.1124495467386595,8.40566479863125,74.0215807677408,15.837420216499801,26.5929760785749,48.481215461793525
2027-01-01,Household Care,128.28724975294662,106.95537511867876,4.094591908889646,2.373696363686266,8.606383555273098,74.49012198257019,12.093556782023816,20.535794383142203,26.937609393124134
2027-02-01,Household Care,128.19177040164578,107.1610515271746,4.073522327030507,4.08230268565767,8.548086236500781,74.67233361460269,12.55563496358921,21.599248211287986,41.02293678185879
2027-03-01,Household Care,128.67098177836777,107.67061139567853,4.087310121354995,8.751311747240408,8.559954765762685,74.76074725505077,12.62911050528014,20.373059314005044,31.678283123967418
2027-04-01,Household Care,128.99005877747692,108.5053861005738,4.126891067079356,13.959789167235696,8.649483001523828,73.86394313209449,11.966686294871339,25.025138191652633,317.37246761706973
2027-05-01,Household Care,129.28005277140096,108.43082879201667,4.056998763843025,19.437391744403786,8.562256692257185,74.95097255673909,12.653799817703986,22.5453975604348,26.41956441009969
2027-06-01,Household Care,129.367568902968,109.26488980251592,4.181994884677001,24.25712107042755,8.586858706069313,74.27890287261025,13.531746814543501,24.753964236639668,39.96396119053979
2027-07-01,Household Care,129.72470287294337,108.52443179835777,4.129488360152374,25.01173512587451,8.669248435775899,75.60441753131774,13.51567797156484,26.84600830160063,38.44001866386853
2027-08-01,Household Care,129.9301800365713,108.94096581480463,4.145196125450713,23.27791433450524,8.593871896367913,73.64443181987387,13.279233927483668,25.549318373679533,40.40683036841224
